remitente,asunto,longitud,num_palabras,tiene_link,tiene_dinero,tiene_premio,tiene_saludo,mayusculas_ratio,signos_exclamacion,num_adjuntos,es_largo
usuario684@mail.com,Actualización de cuenta,114,100,0,0,1,1,0.16,0,3,1
usuario685@mail.com,Actualización de cuenta,347,57,0,0,1,0,0.92,4,2,1
usuario686@mail.com,Factura pendiente,343,70,0,1,0,1,0.56,3,1,1
usuario687@mail.com,Aviso de seguridad,319,73,0,0,1,1,0.13,4,0,1
usuario688@mail.com,Actualización de cuenta,473,51,0,0,0,0,0.11,1,2,1
usuario689@mail.com,Oferta especial,86,50,1,0,1,1,0.39,4,3,0
usuario690@mail.com,Información importante,203,26,1,0,1,1,0.47,3,1,0
usuario691@mail.com,Actualización de cuenta,345,9,0,0,1,1,0.14,8,1,0
usuario692@mail.com,Reunión mañana,226,22,0,1,0,1,0.68,3,1,0
usuario693@mail.com,Recordatorio de cita,103,82,0,0,1,1,0.49,7,0,1
usuario694@mail.com,Novedades del mes,119,78,0,1,0,1,0.82,7,1,1
usuario695@mail.com,Factura pendiente,308,89,0,0,0,1,0.46,7,2,1
usuario696@mail.com,Recordatorio de cita,442,88,0,1,0,1,0.67,8,3,1
usuario697@mail.com,Actualización de cuenta,330,96,1,0,0,0,0.99,6,2,1
usuario698@mail.com,Factura pendiente,312,83,1,1,1,1,0.29,9,2,1
usuario699@mail.com,Saludos cordiales,225,11,0,0,1,0,0.2,10,1,0
usuario700@mail.com,Información importante,481,83,0,1,1,0,0.55,10,0,1
usuario701@mail.com,Promoción exclusiva,180,77,0,1,1,1,0.06,5,1,1
usuario702@mail.com,Información importante,272,43,1,0,1,0,0.16,9,0,0
usuario703@mail.com,Saludos cordiales,379,72,0,0,1,1,0.79,1,1,1
usuario704@mail.com,Promoción exclusiva,155,32,1,1,1,0,0.42,6,3,0
usuario705@mail.com,Reunión mañana,399,12,1,0,1,1,0.34,10,3,0
usuario706@mail.com,Reunión mañana,425,22,1,0,1,1,0.87,9,0,0
usuario707@mail.com,Novedades del mes,343,71,1,0,0,1,0.43,3,3,1
usuario708@mail.com,Reunión mañana,135,48,1,1,0,1,0.95,10,3,0
usuario709@mail.com,Reunión mañana,370,79,0,0,1,0,0.59,3,1,1
usuario710@mail.com,Oferta especial,326,34,0,1,1,1,0.04,8,3,0
usuario711@mail.com,Factura pendiente,51,69,0,0,0,0,0.69,2,2,1
usuario712@mail.com,Novedades del mes,220,63,1,1,1,0,0.18,6,0,1
usuario713@mail.com,Factura pendiente,250,20,1,0,0,1,0.56,0,2,0
usuario714@mail.com,Actualización de cuenta,44,94,0,1,0,1,0.67,4,0,1
usuario715@mail.com,Reunión mañana,478,10,0,1,1,0,0.81,0,3,0
usuario716@mail.com,Saludos cordiales,480,63,0,0,1,1,0.96,2,3,1
usuario717@mail.com,Recordatorio de cita,120,40,0,0,1,1,0.32,5,0,0
usuario718@mail.com,Información importante,144,43,1,0,0,1,0.55,5,1,0
usuario719@mail.com,Promoción exclusiva,243,56,1,0,1,0,0.01,8,2,1
usuario720@mail.com,Promoción exclusiva,383,24,1,0,1,0,0.47,1,1,0
usuario721@mail.com,Saludos cordiales,123,26,1,0,1,1,0.55,5,0,0
usuario722@mail.com,Reunión mañana,308,57,0,1,1,1,0.35,2,2,1
usuario723@mail.com,Información importante,144,91,1,0,0,0,0.6,9,2,1
usuario724@mail.com,Promoción exclusiva,56,63,0,0,0,0,0.05,5,2,1
usuario725@mail.com,Reunión mañana,183,5,1,1,1,1,0.86,10,3,0
usuario726@mail.com,Promoción exclusiva,279,83,1,1,1,1,0.08,7,0,1
usuario727@mail.com,Reunión mañana,147,29,1,1,1,0,0.86,5,3,0
usuario728@mail.com,Aviso de seguridad,166,66,1,0,0,0,0.54,4,2,1
usuario729@mail.com,Factura pendiente,259,27,1,1,0,0,0.36,7,3,0
usuario730@mail.com,Aviso de seguridad,415,44,0,1,1,0,0.87,6,0,0
usuario731@mail.com,Actualización de cuenta,115,81,0,0,1,0,0.6,5,2,1
usuario732@mail.com,Oferta especial,282,59,0,1,1,0,0.78,10,3,1
usuario733@mail.com,Promoción exclusiva,447,8,1,1,1,0,0.37,0,0,0
usuario734@mail.com,Recordatorio de cita,56,97,1,0,1,0,0.67,8,2,1
usuario735@mail.com,Novedades del mes,106,56,1,1,1,1,0.63,10,1,1
usuario736@mail.com,Actualización de cuenta,292,44,1,0,0,0,0.89,6,3,0
usuario737@mail.com,Oferta especial,354,93,1,0,1,1,0.86,0,1,1
usuario738@mail.com,Oferta especial,150,92,0,1,0,0,0.6,6,0,1
usuario739@mail.com,Saludos cordiales,40,75,0,0,0,0,0.62,8,0,1
usuario740@mail.com,Actualización de cuenta,109,13,1,0,1,0,0.16,10,0,0
usuario741@mail.com,Promoción exclusiva,34,65,0,1,1,1,0.22,8,2,1
usuario742@mail.com,Actualización de cuenta,401,7,0,0,0,0,0.08,0,3,0
usuario743@mail.com,Oferta especial,211,15,1,0,0,0,0.2,0,1,0
usuario744@mail.com,Promoción exclusiva,398,67,1,0,0,0,0.54,7,0,1
usuario745@mail.com,Factura pendiente,324,65,1,1,0,0,0.4,6,3,1
usuario746@mail.com,Recordatorio de cita,315,20,1,0,0,0,0.85,8,2,0
usuario747@mail.com,Novedades del mes,425,24,1,1,0,0,0.04,3,0,0
usuario748@mail.com,Saludos cordiales,205,55,1,1,0,1,0.2,2,3,1
usuario749@mail.com,Actualización de cuenta,296,64,0,0,1,1,0.01,10,0,1
usuario750@mail.com,Reunión mañana,286,52,0,1,1,1,0.91,10,2,1
usuario751@mail.com,Reunión mañana,160,100,1,0,1,0,0.56,6,2,1
usuario752@mail.com,Saludos cordiales,193,73,1,0,0,0,0.69,9,2,1
usuario753@mail.com,Recordatorio de cita,417,77,1,1,1,1,0.04,2,3,1
usuario754@mail.com,Novedades del mes,488,56,0,1,0,0,0.95,4,1,1
usuario755@mail.com,Reunión mañana,88,42,0,0,0,1,0.24,5,3,0
usuario756@mail.com,Recordatorio de cita,460,36,0,0,0,1,0.82,0,3,0
usuario757@mail.com,Reunión mañana,41,42,0,0,1,1,0.76,7,3,0
usuario758@mail.com,Factura pendiente,464,45,0,0,0,0,0.95,0,1,0
usuario759@mail.com,Novedades del mes,373,85,0,1,1,0,0.05,7,2,1
usuario760@mail.com,Actualización de cuenta,183,13,1,1,0,0,0.89,7,0,0
usuario761@mail.com,Actualización de cuenta,173,17,1,1,1,0,0.25,3,1,0
usuario762@mail.com,Reunión mañana,220,74,1,1,1,1,0.69,2,0,1
usuario763@mail.com,Novedades del mes,264,16,1,1,1,0,0.54,10,3,0
usuario764@mail.com,Factura pendiente,118,24,0,1,1,1,0.59,8,2,0
usuario765@mail.com,Actualización de cuenta,421,48,1,0,0,0,0.29,8,0,0
usuario766@mail.com,Oferta especial,427,48,1,1,1,0,0.74,4,2,0
usuario767@mail.com,Información importante,151,29,0,1,1,1,0.18,0,2,0
usuario768@mail.com,Reunión mañana,149,84,1,0,1,1,0.23,4,2,1
usuario769@mail.com,Factura pendiente,446,92,0,0,1,1,0.42,8,2,1
usuario770@mail.com,Saludos cordiales,143,27,1,0,1,1,0.34,1,1,0
usuario771@mail.com,Aviso de seguridad,403,10,0,0,0,0,0.28,4,1,0
usuario772@mail.com,Oferta especial,177,8,0,0,1,1,0.33,4,3,0
usuario773@mail.com,Recordatorio de cita,94,58,0,0,0,1,0.46,6,2,1
usuario774@mail.com,Recordatorio de cita,427,89,1,0,1,1,0.19,3,0,1
usuario775@mail.com,Novedades del mes,331,32,0,1,1,0,0.59,7,3,0
usuario776@mail.com,Novedades del mes,299,50,1,0,1,0,0.23,6,3,0
usuario777@mail.com,Información importante,434,86,0,1,0,1,0.12,8,0,1
usuario778@mail.com,Aviso de seguridad,445,23,1,0,1,0,0.55,5,3,0
usuario779@mail.com,Promoción exclusiva,459,35,0,1,1,1,0.1,10,2,0
usuario780@mail.com,Factura pendiente,116,30,1,0,0,0,0.81,10,0,0
usuario781@mail.com,Saludos cordiales,99,91,0,1,0,0,0.31,7,3,1
usuario782@mail.com,Actualización de cuenta,209,21,0,1,1,1,0.5,0,3,0
usuario783@mail.com,Información importante,267,68,1,0,1,1,0.36,1,1,1
usuario784@mail.com,Factura pendiente,235,91,0,1,1,0,0.31,2,0,1
usuario785@mail.com,Información importante,341,87,1,0,0,0,0.75,2,3,1
usuario786@mail.com,Novedades del mes,198,11,0,1,0,1,0.66,8,0,0
usuario787@mail.com,Actualización de cuenta,240,87,1,1,0,1,0.08,2,3,1
usuario788@mail.com,Información importante,51,27,0,0,0,1,0.58,0,1,0
usuario789@mail.com,Factura pendiente,457,20,0,1,0,1,0.82,7,3,0
usuario790@mail.com,Promoción exclusiva,85,9,0,1,0,1,0.86,10,0,0
usuario791@mail.com,Oferta especial,279,35,0,0,0,1,0.69,10,1,0
usuario792@mail.com,Aviso de seguridad,489,23,0,1,1,1,0.39,1,1,0
usuario793@mail.com,Recordatorio de cita,331,19,1,0,1,1,0.85,3,0,0
usuario794@mail.com,Promoción exclusiva,457,52,1,1,0,1,0.71,1,3,1
usuario795@mail.com,Aviso de seguridad,94,37,0,1,1,0,0.12,1,1,0
usuario796@mail.com,Promoción exclusiva,284,88,1,0,1,0,0.95,8,1,1
usuario797@mail.com,Recordatorio de cita,421,93,1,0,0,1,0.58,3,3,1
usuario798@mail.com,Información importante,141,60,1,1,0,0,0.87,7,2,1
usuario799@mail.com,Oferta especial,336,48,1,0,1,0,0.86,9,2,0
usuario800@mail.com,Novedades del mes,371,20,1,1,0,0,0.6,9,2,0
usuario801@mail.com,Reunión mañana,23,25,0,0,1,1,0.47,7,0,0
usuario802@mail.com,Actualización de cuenta,201,57,1,0,0,0,0.63,3,3,1
usuario803@mail.com,Información importante,168,79,0,1,0,0,0.59,5,1,1
usuario804@mail.com,Promoción exclusiva,320,87,0,0,1,1,0.9,10,2,1
usuario805@mail.com,Factura pendiente,376,97,1,1,1,1,0.09,8,3,1
usuario806@mail.com,Reunión mañana,269,95,0,0,0,0,1.0,6,0,1
usuario807@mail.com,Aviso de seguridad,154,72,0,1,0,1,0.49,1,2,1
usuario808@mail.com,Recordatorio de cita,145,69,0,0,1,1,0.29,4,2,1
usuario809@mail.com,Información importante,466,76,1,1,0,0,0.27,0,2,1
usuario810@mail.com,Información importante,76,92,1,0,1,0,0.06,0,0,1
usuario811@mail.com,Actualización de cuenta,218,58,0,0,1,0,0.02,0,3,1
usuario812@mail.com,Reunión mañana,247,68,1,0,1,0,0.95,2,3,1
usuario813@mail.com,Oferta especial,333,62,1,1,0,0,0.49,6,2,1
usuario814@mail.com,Promoción exclusiva,355,79,0,1,1,1,0.92,4,0,1
usuario815@mail.com,Reunión mañana,71,13,0,0,0,0,0.76,10,0,0
usuario816@mail.com,Recordatorio de cita,474,6,0,0,0,0,0.63,4,0,0
usuario817@mail.com,Actualización de cuenta,435,85,1,1,1,1,0.27,2,3,1
usuario818@mail.com,Información importante,223,52,0,0,0,0,0.58,7,2,1
usuario819@mail.com,Oferta especial,362,31,0,1,1,0,0.43,1,0,0
usuario820@mail.com,Reunión mañana,240,35,1,1,1,0,0.35,5,1,0
usuario821@mail.com,Saludos cordiales,374,76,0,1,0,0,0.47,10,1,1
usuario822@mail.com,Actualización de cuenta,95,85,1,0,0,0,0.78,1,0,1
usuario823@mail.com,Reunión mañana,101,68,0,1,1,0,0.09,0,3,1
usuario824@mail.com,Factura pendiente,363,92,0,0,1,0,0.05,1,0,1
usuario825@mail.com,Promoción exclusiva,458,23,0,1,0,0,0.89,4,0,0
usuario826@mail.com,Reunión mañana,87,58,1,1,0,0,0.11,8,2,1
usuario827@mail.com,Factura pendiente,139,68,0,0,0,0,0.49,2,0,1
usuario828@mail.com,Novedades del mes,446,66,0,0,1,0,0.49,3,2,1
usuario829@mail.com,Actualización de cuenta,367,70,1,1,1,1,0.06,9,1,1
usuario830@mail.com,Novedades del mes,164,60,0,1,0,1,0.63,0,1,1
usuario831@mail.com,Oferta especial,61,49,0,0,1,0,0.12,1,1,0
usuario832@mail.com,Saludos cordiales,453,72,0,1,1,0,0.55,7,3,1
usuario833@mail.com,Reunión mañana,315,38,0,1,1,1,0.88,5,0,0
usuario834@mail.com,Factura pendiente,57,87,0,0,0,1,0.08,3,0,1
usuario835@mail.com,Aviso de seguridad,398,96,1,0,0,1,0.5,1,2,1
usuario836@mail.com,Oferta especial,76,97,0,0,1,1,0.08,6,2,1
usuario837@mail.com,Actualización de cuenta,287,17,0,1,0,1,0.1,10,1,0
usuario838@mail.com,Promoción exclusiva,99,44,1,0,1,1,0.27,5,0,0
usuario839@mail.com,Información importante,268,50,0,1,1,1,0.04,1,0,0
usuario840@mail.com,Reunión mañana,52,91,1,0,1,1,0.84,5,1,1
usuario841@mail.com,Recordatorio de cita,218,19,1,0,0,0,0.54,7,1,0
usuario842@mail.com,Novedades del mes,440,69,1,1,0,0,0.27,7,1,1
usuario843@mail.com,Aviso de seguridad,233,59,0,1,0,0,0.98,4,0,1
usuario844@mail.com,Novedades del mes,248,58,0,0,0,0,0.6,0,1,1
usuario845@mail.com,Saludos cordiales,360,92,1,0,0,1,0.93,8,3,1
usuario846@mail.com,Actualización de cuenta,296,76,1,0,1,1,0.13,6,1,1
usuario847@mail.com,Actualización de cuenta,111,14,0,1,1,1,0.94,6,1,0
usuario848@mail.com,Reunión mañana,343,48,1,0,1,0,0.76,8,1,0
usuario849@mail.com,Oferta especial,35,72,0,1,1,0,0.71,3,3,1
usuario850@mail.com,Actualización de cuenta,170,25,1,0,1,1,0.83,4,1,0
usuario851@mail.com,Actualización de cuenta,468,81,0,0,1,1,0.03,6,0,1
usuario852@mail.com,Saludos cordiales,159,6,1,1,1,0,0.62,8,3,0
usuario853@mail.com,Información importante,210,15,1,1,0,1,0.48,8,1,0
usuario854@mail.com,Recordatorio de cita,385,18,0,1,0,0,0.96,10,1,0
usuario855@mail.com,Promoción exclusiva,314,40,0,1,0,1,0.7,8,1,0
usuario856@mail.com,Reunión mañana,301,60,1,0,1,1,0.42,1,3,1
usuario857@mail.com,Novedades del mes,231,34,0,0,1,0,0.49,8,3,0
usuario858@mail.com,Saludos cordiales,182,85,0,1,0,1,0.73,5,0,1
usuario859@mail.com,Reunión mañana,56,14,1,1,0,1,0.36,6,3,0
usuario860@mail.com,Novedades del mes,48,23,0,1,1,1,0.92,0,1,0
usuario861@mail.com,Reunión mañana,203,68,0,0,1,0,0.92,10,2,1
usuario862@mail.com,Factura pendiente,425,31,1,1,0,0,0.69,7,3,0
usuario863@mail.com,Recordatorio de cita,76,17,0,0,1,0,0.59,7,0,0
usuario864@mail.com,Factura pendiente,155,86,1,0,1,0,0.61,3,3,1
usuario865@mail.com,Recordatorio de cita,487,63,0,1,1,1,0.38,2,2,1
usuario866@mail.com,Promoción exclusiva,388,66,0,1,0,1,0.92,0,1,1
usuario867@mail.com,Oferta especial,406,94,0,0,0,1,0.98,0,1,1
usuario868@mail.com,Reunión mañana,431,51,0,1,0,1,0.85,0,3,1
usuario869@mail.com,Reunión mañana,204,45,0,0,0,1,0.59,1,1,0
usuario870@mail.com,Recordatorio de cita,408,71,1,0,0,0,0.19,4,1,1
usuario871@mail.com,Oferta especial,207,80,1,0,1,0,0.84,9,0,1
usuario872@mail.com,Factura pendiente,478,8,1,1,0,1,0.27,8,2,0
usuario873@mail.com,Aviso de seguridad,95,12,1,0,1,0,0.91,6,2,0
usuario874@mail.com,Factura pendiente,129,75,1,0,0,1,0.48,1,3,1
usuario875@mail.com,Novedades del mes,366,72,1,1,0,0,0.66,10,1,1
usuario876@mail.com,Oferta especial,393,5,1,0,1,0,0.17,2,2,0
usuario877@mail.com,Recordatorio de cita,162,44,1,1,0,0,0.58,7,2,0
usuario878@mail.com,Actualización de cuenta,447,65,1,1,1,1,0.81,9,0,1
usuario879@mail.com,Actualización de cuenta,498,76,1,0,1,0,0.53,4,1,1
usuario880@mail.com,Reunión mañana,101,46,1,1,0,1,0.23,6,1,0
usuario881@mail.com,Novedades del mes,50,98,0,1,0,1,0.78,4,2,1
usuario882@mail.com,Novedades del mes,311,91,1,0,1,1,0.6,0,2,1
usuario883@mail.com,Factura pendiente,438,10,0,0,1,0,0.89,6,0,0
usuario884@mail.com,Oferta especial,100,57,1,0,0,1,0.25,2,0,1
usuario885@mail.com,Promoción exclusiva,180,94,1,0,0,0,0.56,5,3,1
usuario886@mail.com,Promoción exclusiva,412,80,1,1,0,1,0.88,2,3,1
usuario887@mail.com,Factura pendiente,496,80,0,1,0,0,0.14,6,2,1
usuario888@mail.com,Factura pendiente,203,60,1,1,0,0,0.58,1,1,1
usuario889@mail.com,Novedades del mes,451,75,1,0,1,0,0.2,1,1,1
usuario890@mail.com,Oferta especial,280,89,0,0,1,0,0.58,10,1,1
usuario891@mail.com,Actualización de cuenta,492,32,1,0,0,1,0.2,6,3,0
usuario892@mail.com,Novedades del mes,279,33,0,0,1,1,0.73,3,1,0
usuario893@mail.com,Novedades del mes,338,42,0,0,0,1,0.65,6,3,0
usuario894@mail.com,Información importante,294,35,1,1,0,1,0.54,2,0,0
usuario895@mail.com,Reunión mañana,405,12,0,0,0,0,0.02,5,1,0
usuario896@mail.com,Saludos cordiales,236,39,0,0,1,1,0.11,3,0,0
usuario897@mail.com,Información importante,165,66,1,0,0,1,0.84,3,3,1
usuario898@mail.com,Información importante,249,6,1,0,1,0,0.79,6,0,0
usuario899@mail.com,Actualización de cuenta,95,31,0,1,0,0,0.11,5,2,0
usuario900@mail.com,Aviso de seguridad,363,39,0,1,1,1,0.9,0,0,0
usuario901@mail.com,Información importante,453,34,1,0,0,1,0.76,5,2,0
usuario902@mail.com,Aviso de seguridad,50,18,0,0,0,0,0.39,1,2,0
usuario903@mail.com,Factura pendiente,240,16,0,1,0,1,0.97,3,3,0
usuario904@mail.com,Promoción exclusiva,128,97,0,0,0,0,0.08,4,1,1
usuario905@mail.com,Promoción exclusiva,61,45,0,0,1,0,0.44,5,1,0
usuario906@mail.com,Saludos cordiales,64,39,1,1,1,1,0.68,7,3,0
usuario907@mail.com,Recordatorio de cita,192,28,1,1,0,0,0.28,9,2,0
usuario908@mail.com,Oferta especial,366,41,1,0,1,0,0.21,0,1,0
usuario909@mail.com,Actualización de cuenta,175,32,1,0,0,1,0.32,1,3,0
usuario910@mail.com,Oferta especial,216,23,0,0,0,0,0.12,6,3,0
usuario911@mail.com,Factura pendiente,126,31,0,0,1,0,0.72,1,2,0
usuario912@mail.com,Actualización de cuenta,147,97,0,1,0,1,0.99,0,0,1
usuario913@mail.com,Actualización de cuenta,157,63,0,1,1,0,0.08,3,3,1
usuario914@mail.com,Saludos cordiales,412,48,1,0,1,1,0.72,3,3,0
usuario915@mail.com,Oferta especial,207,76,1,0,0,0,0.11,9,0,1
usuario916@mail.com,Saludos cordiales,372,54,0,1,1,1,0.77,8,1,1
usuario917@mail.com,Saludos cordiales,322,98,1,0,1,0,0.36,0,1,1
usuario918@mail.com,Novedades del mes,418,74,1,1,0,1,0.64,10,2,1
usuario919@mail.com,Actualización de cuenta,50,96,1,1,0,1,0.03,2,2,1
usuario920@mail.com,Aviso de seguridad,402,21,0,1,0,0,0.05,2,2,0
usuario921@mail.com,Información importante,99,98,0,1,0,1,0.21,9,0,1
usuario922@mail.com,Promoción exclusiva,475,35,1,0,0,0,0.66,3,1,0
usuario923@mail.com,Saludos cordiales,460,17,0,0,1,1,0.55,0,3,0
usuario924@mail.com,Información importante,256,80,1,1,1,1,0.37,4,0,1
usuario925@mail.com,Oferta especial,40,83,0,1,1,0,0.54,5,0,1
usuario926@mail.com,Promoción exclusiva,485,93,1,1,1,1,0.58,3,1,1
usuario927@mail.com,Recordatorio de cita,219,75,1,1,0,0,0.2,10,3,1
usuario928@mail.com,Información importante,258,41,1,0,1,1,0.37,9,2,0
usuario929@mail.com,Novedades del mes,48,34,0,0,1,0,0.11,0,0,0
usuario930@mail.com,Oferta especial,457,97,1,0,0,1,0.98,1,2,1
usuario931@mail.com,Promoción exclusiva,460,50,1,1,0,0,0.95,5,2,0
usuario932@mail.com,Información importante,470,85,1,0,0,1,0.79,7,1,1
usuario933@mail.com,Oferta especial,57,79,0,1,1,0,0.03,7,2,1
usuario934@mail.com,Saludos cordiales,266,31,1,1,1,1,0.64,6,1,0
usuario935@mail.com,Reunión mañana,54,48,1,1,1,1,0.07,8,3,0
usuario936@mail.com,Novedades del mes,288,15,1,1,0,1,0.71,5,1,0
usuario937@mail.com,Actualización de cuenta,401,99,0,1,0,0,0.82,0,2,1
usuario938@mail.com,Promoción exclusiva,31,26,0,1,1,1,0.13,10,1,0
usuario939@mail.com,Novedades del mes,325,13,0,1,0,0,0.52,6,0,0
usuario940@mail.com,Saludos cordiales,481,19,1,0,1,0,0.07,8,1,0
usuario941@mail.com,Saludos cordiales,101,34,1,1,1,1,0.42,5,1,0
usuario942@mail.com,Reunión mañana,406,8,0,0,1,1,0.66,9,1,0
usuario943@mail.com,Actualización de cuenta,499,90,1,0,1,1,0.42,8,3,1
usuario944@mail.com,Actualización de cuenta,351,64,1,1,1,1,0.3,7,1,1
usuario945@mail.com,Aviso de seguridad,131,6,1,0,1,0,0.78,2,2,0
usuario946@mail.com,Aviso de seguridad,448,90,1,0,1,0,0.65,4,2,1
usuario947@mail.com,Reunión mañana,185,67,1,0,1,0,0.61,10,2,1
usuario948@mail.com,Reunión mañana,492,28,0,0,1,1,0.7,3,1,0
usuario949@mail.com,Recordatorio de cita,430,83,1,0,1,0,0.61,3,3,1
usuario950@mail.com,Actualización de cuenta,322,67,1,1,1,0,0.92,4,0,1
usuario951@mail.com,Recordatorio de cita,237,99,0,1,1,0,0.24,7,0,1
usuario952@mail.com,Promoción exclusiva,87,32,0,0,0,1,0.5,9,0,0
usuario953@mail.com,Factura pendiente,369,57,1,1,0,0,0.35,1,2,1
usuario954@mail.com,Promoción exclusiva,99,74,0,0,1,0,0.25,4,0,1
usuario955@mail.com,Aviso de seguridad,111,44,0,1,0,1,0.26,1,0,0
usuario956@mail.com,Actualización de cuenta,213,92,1,0,0,1,0.83,10,2,1
usuario957@mail.com,Reunión mañana,234,58,0,1,1,1,0.41,10,2,1
usuario958@mail.com,Reunión mañana,171,31,1,0,0,1,0.75,1,3,0
usuario959@mail.com,Información importante,395,84,0,1,0,1,0.24,10,2,1
usuario960@mail.com,Novedades del mes,363,10,1,0,1,1,0.8,4,3,0
usuario961@mail.com,Actualización de cuenta,385,27,1,1,1,0,0.81,1,0,0
usuario962@mail.com,Promoción exclusiva,166,55,1,1,0,1,0.68,4,3,1
usuario963@mail.com,Promoción exclusiva,185,59,0,1,1,1,0.38,1,1,1
usuario964@mail.com,Actualización de cuenta,130,92,0,0,0,1,0.72,9,0,1
usuario965@mail.com,Aviso de seguridad,439,11,1,0,1,0,0.54,10,3,0
usuario966@mail.com,Actualización de cuenta,367,85,1,0,0,1,0.8,8,2,1
usuario967@mail.com,Novedades del mes,452,20,1,1,1,1,0.39,3,1,0
usuario968@mail.com,Promoción exclusiva,400,60,0,0,0,0,0.94,6,2,1
usuario969@mail.com,Saludos cordiales,25,7,0,0,1,0,0.47,1,0,0
usuario970@mail.com,Promoción exclusiva,142,61,0,1,0,0,0.11,6,3,1
usuario971@mail.com,Información importante,396,60,1,0,0,1,0.72,9,1,1
usuario972@mail.com,Factura pendiente,274,57,0,1,0,0,0.7,3,0,1
usuario973@mail.com,Oferta especial,304,47,1,1,1,1,0.96,8,1,0
usuario974@mail.com,Recordatorio de cita,37,8,1,0,0,1,0.21,5,2,0
usuario975@mail.com,Información importante,337,21,1,1,0,1,0.7,7,0,0
usuario976@mail.com,Oferta especial,365,100,1,1,1,0,0.41,1,0,1
usuario977@mail.com,Actualización de cuenta,355,95,1,1,1,1,0.81,10,0,1
usuario978@mail.com,Aviso de seguridad,169,45,0,1,0,1,0.65,5,0,0
usuario979@mail.com,Reunión mañana,413,13,0,1,1,0,0.4,5,0,0
usuario980@mail.com,Información importante,164,81,1,1,1,0,0.02,3,2,1
usuario981@mail.com,Reunión mañana,232,22,1,0,0,0,0.88,9,1,0
usuario982@mail.com,Reunión mañana,271,14,1,0,1,0,0.07,3,0,0
usuario983@mail.com,Saludos cordiales,393,36,1,0,1,0,0.28,2,0,0
usuario984@mail.com,Recordatorio de cita,214,36,1,0,1,0,0.88,10,3,0
usuario985@mail.com,Recordatorio de cita,255,98,0,1,1,0,0.35,10,0,1
usuario986@mail.com,Aviso de seguridad,457,52,0,0,1,1,0.27,5,3,1
usuario987@mail.com,Aviso de seguridad,180,14,0,0,0,0,0.47,7,2,0
usuario988@mail.com,Aviso de seguridad,439,7,1,0,1,1,0.45,3,3,0
usuario989@mail.com,Reunión mañana,489,7,1,0,1,0,0.81,5,2,0
usuario990@mail.com,Recordatorio de cita,264,6,0,0,1,1,0.45,7,1,0
usuario991@mail.com,Reunión mañana,46,57,0,0,1,0,0.71,6,1,1
usuario992@mail.com,Recordatorio de cita,299,48,0,1,0,0,0.17,0,1,0
usuario993@mail.com,Actualización de cuenta,43,63,1,0,0,1,0.36,1,0,1
usuario994@mail.com,Actualización de cuenta,340,45,0,0,1,0,0.74,4,2,0
usuario995@mail.com,Aviso de seguridad,219,56,1,0,0,0,0.28,9,2,1
usuario996@mail.com,Oferta especial,244,15,1,1,0,1,0.77,7,2,0
usuario997@mail.com,Factura pendiente,277,66,1,1,0,1,0.93,0,1,1
usuario998@mail.com,Recordatorio de cita,184,41,0,1,1,0,0.07,4,1,0
usuario999@mail.com,Información importante,58,99,0,1,1,1,0.58,3,3,1
